# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "4" "-a" "ref/eco_gff.gff" "-o" "counts/eco_glyc_1_gene_counts.txt" "-t" "CDS" "-g" "ID" "star/eco_glyc_1Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	star/eco_glyc_1Aligned.sortedByCoord.out.bam
cds-BAB35168.1	BA000007.3	1746815	1747723	+	909	1735
cds-BAB35169.1	BA000007.3	1747735	1748748	+	1014	2385
cds-BAB35170.1	BA000007.3	1748745	1749749	+	1005	2054
cds-BAB35171.2	BA000007.3	1749802	1750131	-	330	433
cds-BAB35172.1	BA000007.3	1750166	1751626	-	1461	496
cds-BAB35173.1	BA000007.3	1751997	1753250	-	1254	1540
cds-BAB35174.2	BA000007.3	1753551	1753847	-	297	370
cds-BAB35175.1	BA000007.3	1754071	1754790	+	720	1192
cds-BAB35176.1	BA000007.3	1754830	1755228	-	399	1091
cds-BAB35177.1	BA000007.3	1755333	1755872	-	540	558
cds-BAB35178.1	BA000007.3	1755902	1756645	-	744	1099
cds-BAB35179.1	BA000007.3	1757002	1757640	+	639	87
cds-BAB35180.1	BA000007.3	1757686	1758816	-	1131	0
cds-BAB35181.1	BA000007.3	1758794	1759042	-	249	0
cds-BAB35182.1	BA000007.3	1759107	1761578	-	2472	4
cds-BAB35183.1	BA000007.3	1761671	1761862	-	192	0
cds-BAB35184.1	BA000007.3	1761859	1762047	-	189	0
cds-BAB35185.1	BA000007.3	1762521	1762754	+	234	0
cds-BAB35186.1	BA000007.3	1762732	1763139	-	408	0
cds-BAB35187.1	BA000007.3	1763162	1763380	-	219	0
cds-BBE29421.1	BA000007.3	1763453	1763752	-	300	0
cds-BAB35188.1	BA000007.3	1764016	1764423	-	408	0
cds-BAB35189.1	BA000007.3	1764500	1764727	+	228	0
cds-BAB35190.1	BA000007.3	1764711	1765262	+	552	3
cds-BAB35191.1	BA000007.3	1765234	1766274	+	1041	0
cds-BAB35192.2	BA000007.3	1766306	1766728	+	423	0
cds-BBE29422.1	BA000007.3	1766915	1767496	+	582	7
cds-BBE29423.1	BA000007.3	1767493	1767657	+	165	0
cds-BAB35195.1	BA000007.3	1768356	1769114	+	759	0
cds-BAB35196.1	BA000007.3	1769393	1769605	+	213	173
cds-BAB35197.1	BA000007.3	1769826	1770083	+	258	3
cds-BAB35198.1	BA000007.3	1770153	1770431	+	279	0
cds-BAB35199.1	BA000007.3	1770433	1771479	+	1047	4
cds-BAB35200.1	BA000007.3	1771492	1771851	+	360	1
cds-BAB35201.1	BA000007.3	1771860	1772390	+	531	0
cds-BAB35202.2	BA000007.3	1772632	1772829	+	198	0
cds-BAB35203.1	BA000007.3	1772980	1774038	+	1059	1
cds-BAB35204.1	BA000007.3	1774835	1776688	+	1854	0
cds-BAB35205.1	BA000007.3	1776838	1777053	+	216	0
cds-BAB35206.1	BA000007.3	1777058	1777402	+	345	0
cds-BAB35207.1	BA000007.3	1777453	1777986	+	534	0
cds-BAB35208.1	BA000007.3	1778257	1778826	+	570	0
cds-BBE29424.1	BA000007.3	1778826	1778972	+	147	0
cds-BAB35209.1	BA000007.3	1778980	1779447	+	468	0
cds-BAB35210.1	BA000007.3	1779200	1779385	+	186	0
cds-BAB35211.1	BA000007.3	1779810	1780037	-	228	0
cds-BAB35212.1	BA000007.3	1780079	1780444	+	366	0
cds-BAB35214.1	BA000007.3	1780734	1781297	+	564	0
cds-BAB35215.1	BA000007.3	1781294	1782955	+	1662	0
cds-BAB35216.1	BA000007.3	1783019	1784956	+	1938	0
cds-BAB35217.2	BA000007.3	1785001	1785222	+	222	0
cds-BAB35218.1	BA000007.3	1785168	1787747	+	2580	0
cds-BAB35219.1	BA000007.3	1787750	1788076	+	327	0
cds-BAB35220.1	BA000007.3	1788086	1788436	+	351	0
cds-BAB35221.1	BA000007.3	1788433	1788879	+	447	0
cds-BAB35222.1	BA000007.3	1788876	1789220	+	345	0
cds-BAB35223.2	BA000007.3	1789279	1789995	+	717	0
cds-BAB35224.1	BA000007.3	1790001	1790375	+	375	0
cds-BAB35225.2	BA000007.3	1790471	1790680	+	210	0
cds-BAB35226.1	BA000007.3	1790733	1793813	+	3081	0
cds-BAB35227.1	BA000007.3	1793806	1794147	+	342	0
cds-BAB35228.1	BA000007.3	1794147	1794584	+	438	0
cds-BAB35229.1	BA000007.3	1794772	1798248	+	3477	0
cds-BAB35230.1	BA000007.3	1798316	1798915	+	600	0
cds-BAB35231.1	BA000007.3	1799067	1800380	+	1314	3
cds-BAB35232.1	BA000007.3	1800382	1800651	+	270	0
cds-ECs_1811	BA000007.3	1801003	1801338	+	336	0
cds-BAB35235.1	BA000007.3	1801678	1803003	-	1326	0
cds-ECs_1813	BA000007.3	1803664	1804356	-	693	0
cds-BAB35237.1	BA000007.3	1804830	1805741	+	912	0
cds-BAB35238.1	BA000007.3	1805807	1806376	+	570	0
cds-BAB35239.1	BA000007.3	1806423	1806680	-	258	0
cds-ECs_1817	BA000007.3	1806710	1807057	-	348	0
cds-BAB35241.1	BA000007.3	1807342	1808880	-	1539	0
cds-BAB35242.1	BA000007.3	1808930	1809277	-	348	0
cds-BAB35243.1	BA000007.3	1809274	1809654	-	381	0
cds-BAB35244.1	BA000007.3	1809994	1810272	-	279	0
cds-BAB35246.1	BA000007.3	1810700	1810846	+	147	0
cds-BAB35247.1	BA000007.3	1810983	1811630	-	648	0
cds-BAB35248.1	BA000007.3	1811814	1812404	+	591	0
cds-ECs_1826	BA000007.3	1812838	1813020	-	183	0
cds-ECs_5723	BA000007.3	1813030	1813224	-	195	0
cds-ECs_1827	BA000007.3	1813515	1813679	-	165	0
cds-ECs_1828	BA000007.3	1814052	1814561	+	510	0
cds-ECs_5724	BA000007.3	1815699	1815815	+	117	18
cds-BAB35252.1	BA000007.3	1815875	1816381	-	507	79
cds-BAB35253.1	BA000007.3	1816427	1816927	-	501	24
cds-BAB35254.2	BA000007.3	1817013	1817192	-	180	53
cds-BAB35255.1	BA000007.3	1817573	1818379	-	807	125
cds-BAB35256.1	BA000007.3	1818379	1819572	-	1194	193
cds-BAB35257.2	BA000007.3	1819584	1820942	-	1359	163
cds-BAB35258.1	BA000007.3	1820946	1822541	-	1596	89
cds-BAB35259.1	BA000007.3	1822541	1824103	-	1563	41
cds-BAB35260.1	BA000007.3	1824195	1824239	-	45	10
cds-BAB35261.1	BA000007.3	1824377	1825258	+	882	587
cds-BAB35262.2	BA000007.3	1825255	1825875	+	621	533
cds-BAB35263.1	BA000007.3	1825903	1827486	+	1584	208
cds-BAB35264.1	BA000007.3	1827699	1828571	+	873	1521
cds-BAB35265.1	BA000007.3	1828611	1829201	-	591	225
cds-BAB35266.1	BA000007.3	1829198	1829956	-	759	185
cds-BAB35267.1	BA000007.3	1830176	1831225	+	1050	1568
cds-BAB35268.1	BA000007.3	1831261	1831512	-	252	1220
cds-BAB35269.1	BA000007.3	1831892	1834489	+	2598	2955
cds-BAB35270.1	BA000007.3	1834699	1835673	+	975	833
cds-BBE29425.1	BA000007.3	1836004	1836132	+	129	141
cds-BAB35271.2	BA000007.3	1836135	1836302	+	168	619
cds-BAB35272.1	BA000007.3	1836675	1839350	+	2676	1294
cds-BAB35273.1	BA000007.3	1839414	1840004	-	591	1185
cds-BAB35274.1	BA000007.3	1840174	1840938	+	765	171
cds-BAB35275.1	BA000007.3	1841087	1841395	+	309	614
cds-BAB35276.1	BA000007.3	1841402	1842571	+	1170	660
cds-BAB35277.2	BA000007.3	1842704	1843501	+	798	858
cds-BAB35278.2	BA000007.3	1843501	1843827	+	327	444
cds-BAB35279.1	BA000007.3	1843953	1844171	-	219	5263
cds-BAB35280.1	BA000007.3	1844440	1845189	-	750	213
cds-BBE29426.1	BA000007.3	1845279	1845452	-	174	86
cds-BAB35281.1	BA000007.3	1845600	1847585	-	1986	695
cds-BAB35282.1	BA000007.3	1847820	1849754	-	1935	4788
cds-BAB35283.2	BA000007.3	1849822	1850949	-	1128	1069
cds-BAB35284.1	BA000007.3	1851093	1851881	-	789	8946
cds-BAB35285.1	BA000007.3	1852359	1852925	+	567	0
cds-BAB35286.1	BA000007.3	1853074	1854195	+	1122	0
cds-BAB35287.1	BA000007.3	1854195	1857278	+	3084	1
cds-BAB35288.1	BA000007.3	1857301	1858674	+	1374	0
cds-BAB35289.1	BA000007.3	1858683	1859846	+	1164	0
cds-BAB35290.1	BA000007.3	1859898	1860704	-	807	235
cds-BAB35291.1	BA000007.3	1860706	1861698	-	993	533
cds-BAB35292.1	BA000007.3	1861698	1862588	-	891	189
cds-BAB35293.1	BA000007.3	1862575	1863540	-	966	227
cds-BAB35294.1	BA000007.3	1863537	1865180	-	1644	765
cds-BAB35295.1	BA000007.3	1865493	1865738	-	246	316
cds-BAB35296.2	BA000007.3	1865872	1867257	-	1386	66
cds-BAB35297.2	BA000007.3	1867560	1868978	-	1419	84
cds-BAB35298.2	BA000007.3	1869202	1869954	+	753	64
cds-BAB35299.1	BA000007.3	1869981	1870538	+	558	86
cds-BAB35300.1	BA000007.3	1870688	1872175	+	1488	26
cds-BAB35301.1	BA000007.3	1872177	1873457	+	1281	13
cds-BAB35302.1	BA000007.3	1873495	1874760	+	1266	17
cds-BAB35303.2	BA000007.3	1874891	1875868	-	978	103
cds-BAB35304.1	BA000007.3	1876035	1876703	+	669	1930
cds-BAB35305.1	BA000007.3	1876757	1876981	+	225	114
cds-BAB35306.1	BA000007.3	1876981	1877340	+	360	99
cds-BAB35307.1	BA000007.3	1877349	1877570	+	222	88
cds-BAB35308.1	BA000007.3	1877645	1877959	+	315	360
cds-ECs_1886	BA000007.3	1878169	1879847	+	1679	22
cds-ECs_1888	BA000007.3	1879861	1881153	+	1293	5
cds-BAB35313.1	BA000007.3	1881174	1882055	+	882	6
cds-BAB35314.1	BA000007.3	1882042	1882884	+	843	6
cds-BAB35315.1	BA000007.3	1882915	1883967	+	1053	14
cds-BAB35316.1	BA000007.3	1883985	1884773	+	789	14
cds-BAB35317.1	BA000007.3	1884783	1885838	+	1056	37
cds-BAB35318.1	BA000007.3	1885835	1888102	+	2268	65
cds-BAB35319.1	BA000007.3	1888099	1888758	+	660	7
cds-BAB35320.1	BA000007.3	1888772	1889854	+	1083	22
cds-BAB35321.1	BA000007.3	1889899	1890804	+	906	10
cds-BAB35322.1	BA000007.3	1890915	1891913	-	999	180
cds-BAB35323.1	BA000007.3	1892068	1893465	+	1398	476
cds-BAB35324.1	BA000007.3	1893462	1894523	+	1062	325
cds-BAB35325.1	BA000007.3	1894671	1896212	+	1542	1162
cds-BAB35326.1	BA000007.3	1896256	1896762	-	507	2942
cds-BAB35327.2	BA000007.3	1896881	1897846	+	966	259
cds-BAB35328.2	BA000007.3	1897821	1898549	-	729	354
cds-BAB35329.2	BA000007.3	1898840	1899478	-	639	17
cds-ECs_1907	BA000007.3	1899499	1900429	-	931	0
cds-BAB35332.2	BA000007.3	1900429	1901349	-	921	53
cds-BAB35333.1	BA000007.3	1901487	1902386	+	900	259
cds-BAB35334.2	BA000007.3	1902722	1904335	+	1614	523
cds-BAB35335.1	BA000007.3	1904386	1905417	-	1032	356
cds-BAB35336.1	BA000007.3	1905661	1905918	+	258	1699
cds-BAB35337.1	BA000007.3	1905968	1906918	-	951	1425
cds-BAB35338.1	BA000007.3	1907070	1907822	-	753	2890
cds-BAB35339.1	BA000007.3	1908017	1908532	-	516	273
cds-ECs_1917	BA000007.3	1908543	1909235	-	693	13
cds-BAB35341.2	BA000007.3	1909346	1910233	-	888	0
cds-BAB35342.1	BA000007.3	1910233	1910559	-	327	0
cds-ECs_1920	BA000007.3	1910585	1911382	-	798	32
cds-BAB35344.1	BA000007.3	1911419	1912864	-	1446	29
cds-BAB35345.2	BA000007.3	1912864	1914174	-	1311	16
cds-BAB35346.1	BA000007.3	1914350	1915258	+	909	28
cds-BAB35347.1	BA000007.3	1915588	1916151	+	564	149
cds-BAB35348.2	BA000007.3	1916172	1917404	-	1233	214
cds-BAB35349.1	BA000007.3	1917659	1918642	+	984	596
cds-BAB35350.1	BA000007.3	1919120	1920493	+	1374	244
cds-BAB35351.1	BA000007.3	1920622	1921557	-	936	1143
cds-BAB35352.1	BA000007.3	1921609	1922844	-	1236	277
cds-BAB35353.2	BA000007.3	1922846	1923061	-	216	1
cds-BAB35354.1	BA000007.3	1923161	1923349	-	189	10
cds-BAB35356.1	BA000007.3	1923592	1924401	-	810	34
cds-BAB35357.1	BA000007.3	1924394	1926994	-	2601	137
cds-BAB35358.1	BA000007.3	1927096	1927371	-	276	26
cds-BBE29427.1	BA000007.3	1927446	1927616	-	171	3
cds-BAB35359.2	BA000007.3	1927616	1927837	-	222	7
cds-BAB35360.1	BA000007.3	1928156	1928767	+	612	27
cds-BAB35361.1	BA000007.3	1928764	1928919	-	156	7
cds-BAB35363.2	BA000007.3	1928930	1929064	-	135	17
cds-BAB35364.2	BA000007.3	1929352	1929771	-	420	0
cds-BAB35365.1	BA000007.3	1929851	1930105	+	255	0
cds-BAB35366.1	BA000007.3	1930102	1930524	+	423	6
cds-BAB35367.1	BA000007.3	1930602	1931390	+	789	12
cds-BAB35368.1	BA000007.3	1931397	1932143	+	747	12
cds-BAB35369.2	BA000007.3	1932166	1932927	+	762	62
cds-BAB35371.1	BA000007.3	1932943	1933365	+	423	0
cds-BAB35372.1	BA000007.3	1933471	1933683	+	213	0
cds-BAB35373.1	BA000007.3	1933935	1934198	+	264	0
cds-BAB35374.1	BA000007.3	1934209	1934370	+	162	0
cds-BAB35376.1	BA000007.3	1935126	1936277	+	1152	0
cds-BAB35377.1	BA000007.3	1936245	1937234	-	990	1
cds-BAB35378.1	BA000007.3	1937234	1938625	-	1392	0
cds-BAB35379.1	BA000007.3	1939125	1939724	+	600	0
cds-BAB35380.1	BA000007.3	1939724	1940014	+	291	0
cds-BAB35381.1	BA000007.3	1940011	1940565	+	555	0
cds-BAB35382.1	BA000007.3	1941127	1941558	+	432	0
cds-BAB35383.2	BA000007.3	1941371	1941889	-	519	0
cds-BAB35384.1	BA000007.3	1942133	1943986	+	1854	0
cds-BAB35385.1	BA000007.3	1944136	1944351	+	216	0
cds-BAB35386.1	BA000007.3	1944356	1944700	+	345	0
cds-BAB35387.1	BA000007.3	1944751	1945284	+	534	0
cds-BAB35388.1	BA000007.3	1945555	1946124	+	570	0
cds-BAB35389.2	BA000007.3	1946124	1946270	+	147	0
cds-BBE29428.1	BA000007.3	1946278	1946745	+	468	0
cds-BAB35390.1	BA000007.3	1947108	1947335	-	228	0
cds-BAB35391.1	BA000007.3	1947377	1947742	+	366	0
cds-BAB35393.1	BA000007.3	1948032	1948595	+	564	0
cds-BAB35394.1	BA000007.3	1948592	1950253	+	1662	0
cds-BAB35395.1	BA000007.3	1950317	1952254	+	1938	0
cds-BBE29429.1	BA000007.3	1952299	1952520	+	222	0
cds-BAB35397.1	BA000007.3	1952466	1953830	+	1365	0
cds-BAB35398.1	BA000007.3	1953827	1955050	+	1224	0
cds-BAB35399.1	BA000007.3	1955047	1955373	+	327	0
cds-BAB35400.1	BA000007.3	1955383	1955733	+	351	0
cds-BAB35401.1	BA000007.3	1955730	1956176	+	447	0
cds-BAB35402.1	BA000007.3	1956173	1956517	+	345	0
cds-BAB35403.1	BA000007.3	1956586	1957302	+	717	0
cds-BAB35404.1	BA000007.3	1957308	1957682	+	375	0
cds-BAB35405.2	BA000007.3	1957778	1957987	+	210	0
cds-BAB35406.1	BA000007.3	1958039	1961119	+	3081	0
cds-BAB35407.1	BA000007.3	1961112	1961453	+	342	0
cds-BAB35408.1	BA000007.3	1961453	1962151	+	699	0
cds-BAB35409.1	BA000007.3	1962162	1962905	+	744	0
cds-BAB35410.2	BA000007.3	1962902	1963483	+	582	0
cds-BAB35412.1	BA000007.3	1963674	1964201	-	528	0
cds-BAB35413.1	BA000007.3	1964335	1967832	+	3498	0
cds-BAB35414.1	BA000007.3	1967903	1968502	+	600	0
cds-BAB35415.2	BA000007.3	1968567	1969880	+	1314	0
cds-BAB35416.2	BA000007.3	1969882	1970151	+	270	0
cds-BAB35417.1	BA000007.3	1970264	1970839	+	576	0
cds-BAB35418.1	BA000007.3	1970912	1971541	+	630	0
cds-BAB35419.1	BA000007.3	1971623	1972264	+	642	0
cds-BAB35420.2	BA000007.3	1972845	1973279	-	435	227
cds-ECs_1998	BA000007.3	1973420	1974533	-	1114	65
cds-BAB35423.1	BA000007.3	1974899	1978423	-	3525	2633
cds-BBE29430.1	BA000007.3	1978697	1978963	+	267	362
cds-BAB35424.1	BA000007.3	1978960	1979382	-	423	1492
cds-BAB35425.1	BA000007.3	1979493	1980482	-	990	598
cds-BAB35426.1	BA000007.3	1980690	1983329	+	2640	359
cds-BAB35427.1	BA000007.3	1983326	1983511	+	186	24
cds-BAB35428.2	BA000007.3	1983519	1983842	+	324	4
cds-BAB35429.1	BA000007.3	1984256	1987291	+	3036	1
cds-BAB35430.2	BA000007.3	1987511	1989970	+	2460	213
cds-BAB35431.1	BA000007.3	1990190	1991050	+	861	95
cds-BAB35432.2	BA000007.3	1991114	1993420	+	2307	41
cds-BAB35433.2	BA000007.3	1993591	1994196	+	606	14
cds-BAB35434.1	BA000007.3	1994196	1995092	+	897	3
cds-BAB35435.1	BA000007.3	1995108	1996865	+	1758	35
cds-BAB35436.2	BA000007.3	1996855	1998171	+	1317	54
cds-BAB35437.1	BA000007.3	1998222	1998827	-	606	241
cds-BAB35438.2	BA000007.3	1999028	2002930	+	3903	2508
cds-BAB35439.1	BA000007.3	2003076	2003501	+	426	0
cds-BAB35440.1	BA000007.3	2003506	2003844	+	339	0
cds-BAB35441.1	BA000007.3	2003831	2004262	+	432	0
cds-BAB35442.1	BA000007.3	2004387	2004764	+	378	0
cds-BAB35443.1	BA000007.3	2004880	2005680	+	801	620
cds-BAB35444.1	BA000007.3	2005877	2007316	+	1440	518
cds-BAB35445.1	BA000007.3	2007358	2008359	-	1002	4390
cds-BAB35446.2	BA000007.3	2008548	2009078	+	531	201
cds-BAB35447.1	BA000007.3	2009323	2009496	+	174	74
cds-BAB35448.1	BA000007.3	2009608	2009775	-	168	254
cds-BAB35449.1	BA000007.3	2010116	2011756	+	1641	226
cds-BAB35450.2	BA000007.3	2011794	2012717	-	924	896
cds-BAB35451.1	BA000007.3	2012934	2014277	+	1344	129
cds-BAB35452.2	BA000007.3	2014538	2016157	+	1620	1042
cds-BAB35454.2	BA000007.3	2016297	2016521	+	225	994
cds-ECs_2032	BA000007.3	2016584	2016880	+	297	436
cds-BAB35456.1	BA000007.3	2017115	2018095	-	981	136
cds-BAB35457.1	BA000007.3	2018219	2019211	+	993	216
cds-BAB35458.1	BA000007.3	2019208	2019801	+	594	335
cds-BAB35459.1	BA000007.3	2020105	2020773	+	669	463
cds-BAB35461.2	BA000007.3	2020808	2021980	-	1173	95
cds-BAB35460.2	BA000007.3	2022072	2022608	+	537	147
cds-BAB35462.1	BA000007.3	2022639	2024642	+	2004	1862
cds-BAB35463.2	BA000007.3	2024734	2024904	-	171	62
cds-BBE29431.1	BA000007.3	2025186	2025362	+	177	31
cds-BAB35465.1	BA000007.3	2025387	2025824	+	438	139
cds-BAB35466.1	BA000007.3	2025903	2027309	+	1407	452
cds-BAB35467.1	BA000007.3	2027554	2028699	+	1146	53
cds-BAB35468.1	BA000007.3	2028717	2029730	+	1014	16
cds-BAB35469.1	BA000007.3	2029731	2030672	+	942	44
cds-BAB35470.1	BA000007.3	2030662	2031456	+	795	15
cds-BAB35471.1	BA000007.3	2031478	2032902	+	1425	189
cds-BAB35472.2	BA000007.3	2033289	2033462	+	174	168
cds-BAB35473.1	BA000007.3	2033548	2033781	+	234	587
cds-BAB35474.1	BA000007.3	2033782	2034231	-	450	146
cds-BAB35475.1	BA000007.3	2034228	2034746	-	519	227
cds-BAB35476.2	BA000007.3	2034927	2035964	+	1038	227
cds-BAB35477.2	BA000007.3	2036162	2036827	+	666	182
cds-BAB35478.1	BA000007.3	2036863	2038965	-	2103	943
cds-BAB35479.1	BA000007.3	2039207	2040268	+	1062	588
cds-BAB35480.2	BA000007.3	2040383	2041882	-	1500	197
cds-BAB35481.1	BA000007.3	2042149	2042766	+	618	46
cds-BAB35482.1	BA000007.3	2042842	2043054	+	213	0
cds-BAB35483.1	BA000007.3	2043875	2045983	+	2109	0
cds-BAB35484.2	BA000007.3	2046050	2050252	+	4203	27
cds-ECs_2062	BA000007.3	2051445	2052056	+	612	0
cds-BAB35487.1	BA000007.3	2052425	2052652	+	228	66
cds-ECs_2065	BA000007.3	2052656	2053225	-	570	39
cds-ECs_2066	BA000007.3	2053398	2054242	+	845	134
cds-BAB35490.1	BA000007.3	2054338	2055231	-	894	475
cds-BAB35491.1	BA000007.3	2055310	2055990	-	681	16
cds-BAB35492.1	BA000007.3	2055987	2056682	-	696	18
cds-BAB35493.1	BA000007.3	2056682	2058226	-	1545	40
cds-BAB35494.1	BA000007.3	2058223	2061963	-	3741	124
cds-BAB35495.1	BA000007.3	2062045	2063433	-	1389	86
cds-BAB35496.1	BA000007.3	2063739	2064998	-	1260	8
cds-ECs_2074	BA000007.3	2065061	2066319	-	1259	4
cds-BAB35499.1	BA000007.3	2066488	2067588	-	1101	2
cds-BAB35500.2	BA000007.3	2067847	2068671	-	825	33
cds-BAB35501.1	BA000007.3	2068960	2072007	+	3048	1316
cds-BAB35502.1	BA000007.3	2072020	2072904	+	885	231
cds-BAB35503.1	BA000007.3	2072897	2073550	+	654	182
cds-BAB35504.2	BA000007.3	2073778	2074062	-	285	130
cds-BAB35505.2	BA000007.3	2074208	2075218	-	1011	488
cds-BAB35506.2	BA000007.3	2075352	2077049	-	1698	5174
cds-BAB35507.1	BA000007.3	2077206	2077343	-	138	647
cds-BAB35508.2	BA000007.3	2077445	2077660	-	216	77
cds-BAB35509.1	BA000007.3	2078005	2078436	+	432	326
cds-BAB35510.1	BA000007.3	2078492	2079418	-	927	52
cds-BAB35511.1	BA000007.3	2079411	2080397	-	987	17
cds-BAB35512.1	BA000007.3	2080394	2081290	-	897	27
cds-BAB35513.2	BA000007.3	2081287	2082267	-	981	16
cds-BAB35514.1	BA000007.3	2082310	2083860	-	1551	32
cds-BAB35515.1	BA000007.3	2083874	2084455	-	582	2
cds-ECs_2093	BA000007.3	2084713	2087102	-	2390	165
cds-BAB35518.1	BA000007.3	2087127	2088509	-	1383	194
cds-BAB35519.1	BA000007.3	2088886	2090205	-	1320	876
cds-BAB35520.1	BA000007.3	2090336	2091871	-	1536	2159
cds-BAB35521.1	BA000007.3	2092027	2093427	-	1401	3821
cds-BAB35522.2	BA000007.3	2093788	2096571	-	2784	83
cds-BAB35523.1	BA000007.3	2096628	2099000	-	2373	48
cds-BAB35524.2	BA000007.3	2099038	2100696	-	1659	27
cds-BAB35525.2	BA000007.3	2101014	2102171	-	1158	18
cds-BAB35526.2	BA000007.3	2102223	2103905	-	1683	51
cds-BAB35527.1	BA000007.3	2104309	2105070	-	762	20
cds-BAB35528.1	BA000007.3	2105144	2105341	-	198	0
cds-BAB35529.1	BA000007.3	2105589	2107868	-	2280	58
cds-BAB35530.1	BA000007.3	2108202	2109116	-	915	2
cds-BAB35531.1	BA000007.3	2109176	2109679	-	504	1
cds-BAB35532.1	BA000007.3	2109692	2110222	-	531	0
cds-BAB35533.2	BA000007.3	2110236	2112887	-	2652	6
cds-BAB35535.1	BA000007.3	2112929	2113639	-	711	0
cds-BAB35536.1	BA000007.3	2114000	2114563	-	564	2
cds-ECs_2114	BA000007.3	2115537	2116559	-	1023	267
cds-ECs_2115	BA000007.3	2116717	2118117	-	1401	216
cds-BAB35540.1	BA000007.3	2118114	2122145	-	4032	368
cds-BAB35541.1	BA000007.3	2122676	2124268	-	1593	44
cds-BAB35542.1	BA000007.3	2124347	2125300	-	954	69
cds-BAB35543.1	BA000007.3	2125549	2127084	+	1536	25
cds-BAB35544.1	BA000007.3	2127078	2128106	+	1029	12
cds-BAB35545.1	BA000007.3	2128106	2129098	+	993	16
cds-BAB35546.1	BA000007.3	2129110	2130132	+	1023	25
cds-BAB35547.1	BA000007.3	2130159	2131034	+	876	24
cds-BAB35548.1	BA000007.3	2131058	2131348	+	291	5
cds-BAB35549.1	BA000007.3	2131405	2132163	+	759	160
cds-BAB35550.2	BA000007.3	2132167	2133081	-	915	489
cds-BAB35551.1	BA000007.3	2133278	2134729	-	1452	48
cds-BAB35552.2	BA000007.3	2134956	2136374	-	1419	254
cds-BAB35553.1	BA000007.3	2136513	2136872	-	360	491
cds-BAB35554.1	BA000007.3	2136872	2137798	-	927	638
cds-BAB35555.2	BA000007.3	2137862	2139250	-	1389	248
cds-BAB35556.1	BA000007.3	2139351	2140232	+	882	162
cds-ECs_2134	BA000007.3	2140310	2141098	+	789	27
cds-BAB35558.1	BA000007.3	2141576	2142766	+	1191	1003
cds-BAB35559.1	BA000007.3	2142791	2143456	-	666	192
cds-BAB35560.2	BA000007.3	2143668	2144102	+	435	210
cds-BAB35561.2	BA000007.3	2144122	2144505	+	384	1153
cds-BAB35562.1	BA000007.3	2144537	2144755	+	219	240
cds-BAB35563.1	BA000007.3	2144786	2145685	-	900	213
cds-BAB35564.1	BA000007.3	2145880	2147067	+	1188	95
cds-BBE29432.1	BA000007.3	2147108	2147503	-	396	0
cds-BAB35566.2	BA000007.3	2147598	2148569	+	972	0
cds-BBE29433.1	BA000007.3	2148677	2148772	+	96	6074
cds-BAB35567.1	BA000007.3	2148991	2149881	-	891	204
cds-BAB35568.1	BA000007.3	2150136	2150528	-	393	114
cds-BAB35569.1	BA000007.3	2150804	2151322	+	519	181
cds-BAB35570.1	BA000007.3	2151367	2153412	-	2046	3078
cds-BAB35571.1	BA000007.3	2153549	2154295	+	747	870
cds-BAB35572.1	BA000007.3	2154384	2155070	+	687	741
cds-BAB35573.1	BA000007.3	2155247	2155450	+	204	531
cds-BAB35574.1	BA000007.3	2155486	2156946	-	1461	33
cds-ECs_2152	BA000007.3	2157035	2158318	-	1284	20
cds-BAB35576.2	BA000007.3	2158378	2158692	+	315	0
cds-BAB35577.1	BA000007.3	2158854	2159495	-	642	0
cds-BAB35578.1	BA000007.3	2159577	2160206	-	630	0
cds-BAB35579.1	BA000007.3	2160279	2160854	-	576	0
cds-BAB35580.1	BA000007.3	2160968	2161237	-	270	0
cds-ECs_2158	BA000007.3	2161239	2161517	-	279	0
cds-BAB35582.2	BA000007.3	2161651	2162460	-	810	0
cds-BAB35583.1	BA000007.3	2162525	2163124	-	600	0
cds-BAB35584.1	BA000007.3	2163192	2166671	-	3480	0
cds-BAB35585.2	BA000007.3	2166912	2167490	-	579	0
cds-BAB35586.2	BA000007.3	2167487	2168230	-	744	0
cds-BAB35587.1	BA000007.3	2168241	2168939	-	699	0
cds-BAB35588.1	BA000007.3	2168939	2169268	-	330	0
cds-BAB35589.1	BA000007.3	2169265	2171877	-	2613	0
cds-BAB35590.1	BA000007.3	2171858	2172271	-	414	0
cds-BAB35591.1	BA000007.3	2172298	2172720	-	423	0
cds-BAB35592.1	BA000007.3	2172734	2173486	-	753	0
cds-BAB35593.1	BA000007.3	2173494	2173889	-	396	0
cds-BAB35594.1	BA000007.3	2173886	2174419	-	534	0
cds-BAB35595.1	BA000007.3	2174434	2174787	-	354	0
cds-BAB35596.1	BA000007.3	2174799	2175197	-	399	0
cds-BAB35597.1	BA000007.3	2175239	2176264	-	1026	0
cds-BAB35598.1	BA000007.3	2176320	2176652	-	333	0
cds-BAB35599.1	BA000007.3	2176662	2177981	-	1320	0
cds-BAB35600.1	BA000007.3	2177962	2179563	-	1602	0
cds-BAB35601.1	BA000007.3	2179560	2179766	-	207	0
cds-BAB35602.1	BA000007.3	2179763	2181688	-	1926	42
cds-BAB35603.1	BA000007.3	2181663	2182208	-	546	0
