# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "4" "-a" "ref/shizo_gff.gff" "-o" "counts/shi_glyc_1_gene_counts.txt" "-t" "CDS" "-g" "ID" "star/shi_glyc_1Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	star/shi_glyc_1Aligned.sortedByCoord.out.bam
cds-CAB16240.1	CU329670.1;CU329670.1;CU329670.1	2496113;2496739;2496919	2496697;2496875;2497426	-;-;-	1230	244
cds-CAB16233.3	CU329670.1;CU329670.1;CU329670.1;CU329670.1	2499035;2499161;2499443;2499875	2499159;2499353;2499824;2500236	+;+;+;+	1062	106
cds-CAB16241.2	CU329670.1	2500613	2501809	-	1197	75
cds-CAB16234.1	CU329670.1;CU329670.1	2502977;2504008	2503957;2505264	+;+	2238	431
cds-CAB16242.2	CU329670.1;CU329670.1;CU329670.1	2505437;2505494;2505590	2505452;2505540;2505844	-;-;-	318	55
cds-CAB16243.1	CU329670.1;CU329670.1	2506299;2506985	2506939;2507306	-;-	963	50
cds-CAB16235.1	CU329670.1	2507913	2509043	-	1131	386
cds-CAB16236.1	CU329670.1	2511251	2512762	+	1512	202
cds-CAB16237.1	CU329670.1	2512960	2514849	-	1890	96
cds-CAB16238.1	CU329670.1	2515193	2515873	-	681	18
cds-CAB16244.1	CU329670.1;CU329670.1	2516846;2518195	2517789;2518315	-;-	1065	55
cds-CAB16239.2	CU329670.1;CU329670.1;CU329670.1	2521698;2521809;2522034	2521750;2521917;2523281	+;+;+	1410	153
cds-CAB16245.1	CU329670.1	2523629	2524606	-	978	2859
cds-CAB11599.1	CU329670.1	2525917	2527311	+	1395	52
cds-CAB11600.1	CU329670.1;CU329670.1	2528038;2528154	2528101;2528644	+;+	555	102
cds-CAB11605.1	CU329670.1	2529085	2529819	+	735	161
cds-CAB11601.1	CU329670.1	2530138	2530791	+	654	87
cds-CAB11602.1	CU329670.1	2531453	2532679	+	1227	187
cds-CBA11499.1	CU329670.1;CU329670.1;CU329670.1	2532904;2532991;2533170	2532928;2533127;2533214	-;-;-	207	380
cds-CAB11603.1	CU329670.1	2533821	2536478	+	2658	622
cds-CAB11604.1	CU329670.1	2536701	2537900	-	1200	127
cds-CAB11472.1	CU329670.1;CU329670.1	2540247;2540693	2540642;2540725	-;-	429	94
cds-CAD62442.2	CU329670.1	2538461	2540002	+	1542	203
cds-CAB58554.1	CU329670.1	2541287	2542438	-	1152	136
cds-CAB11474.1	CU329670.1	2545350	2546753	+	1404	2186
cds-CAB11475.1	CU329670.1	2547351	2553665	-	6315	1830
cds-CAB11476.1	CU329670.1	2554013	2555749	-	1737	321
cds-CAB11477.1	CU329670.1;CU329670.1;CU329670.1	2556773;2557938;2558183	2557848;2558123;2558297	-;-;-	1377	671
cds-CAB38577.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	2558600;2558942;2559254;2561121;2561255;2561410;2561616	2558893;2559214;2561080;2561210;2561371;2561562;2561714	-;-;-;-;-;-;-	2853	381
cds-CAB58555.1	CU329670.1;CU329670.1	2563011;2563961	2563889;2563963	-;-	882	262
cds-CAB11480.2	CU329670.1;CU329670.1	2564279;2564471	2564306;2566800	+;+	2358	355
cds-CAB11481.1	CU329670.1	2567040	2572568	-	5529	3205
cds-CAB11482.1	CU329670.1;CU329670.1	2573420;2574351	2574295;2574473	-;-	999	156
cds-CAB11483.1	CU329670.1	2575106	2575924	-	819	504
cds-CAB11484.1	CU329670.1;CU329670.1	2576501;2577620	2577577;2577772	+;+	1230	368
cds-CAB38578.1	CU329670.1;CU329670.1;CU329670.1	2578990;2579084;2579466	2579027;2579416;2579478	-;-;-	384	443
cds-CAB11485.2	CU329670.1	2580220	2582976	-	2757	1700
cds-CAK9838066.1	CU329670.1;CU329670.1	2583863;2583941	2583902;2584047	+;+	147	135
cds-CAB90148.1	CU329670.1;CU329670.1	2585755;2585991	2585943;2587406	+;+	1605	460
cds-CAK9838068.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1	2587729;2587952;2588025;2588066	2587897;2588025;2588066;2588620	+;+;+;+	838	63
cds-CAB90150.1	CU329670.1;CU329670.1	2588863;2589328	2589275;2589820	-;-	906	257
cds-CAB90151.1	CU329670.1	2590313	2590780	+	468	48
cds-CAB90152.1	CU329670.1	2591413	2592408	+	996	98
cds-CAB90153.1	CU329670.1	2592647	2594044	-	1398	244
cds-CAB90154.3	CU329670.1;CU329670.1;CU329670.1;CU329670.1	2594633;2594792;2594966;2595734	2594734;2594913;2595693;2595819	-;-;-;-	1038	100
cds-CAB90155.1	CU329670.1;CU329670.1	2596251;2596805	2596736;2597209	-;-	891	61
cds-CAB90156.1	CU329670.1;CU329670.1;CU329670.1	2598325;2598552;2599352	2598495;2599299;2599668	+;+;+	1236	149
cds-CAB90157.1	CU329670.1	2601242	2603962	+	2721	486
cds-CAB90158.1	CU329670.1	2604259	2605212	-	954	100
cds-CAB90159.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1	2606185;2606279;2606541;2606655	2606227;2606317;2606613;2607189	+;+;+;+	690	338
cds-CAB90160.1	CU329670.1	2608103	2609032	+	930	107
cds-CAB90161.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	2609469;2609522;2610348;2610529;2610661	2609481;2610291;2610454;2610602;2610704	-;-;-;-;-	1008	204
cds-CAB16731.1	CU329670.1	2611100	2612755	+	1656	106
cds-CAB16730.2	CU329670.1;CU329670.1	2613296;2613383	2613310;2614306	+;+	939	139
cds-CAB16729.1	CU329670.1	2615042	2617321	+	2280	201
cds-CAB16728.1	CU329670.1	2617975	2620284	+	2310	151
cds-CAB16727.2	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	2620295;2620575;2621662;2621776;2621932;2622169	2620319;2621519;2621725;2621878;2622120;2622195	-;-;-;-;-;-	1353	161
cds-CAB16726.2	CU329670.1	2622666	2623490	+	825	72
cds-CAC48261.1	CU329670.1	2623940	2624038	-	99	80
cds-CAB16725.2	CU329670.1	2625042	2625332	-	291	6
cds-CAB16724.1	CU329670.1	2625457	2625768	+	312	425
cds-CAB16723.2	CU329670.1	2626583	2627803	+	1221	79
cds-CAB16722.3	CU329670.1;CU329670.1;CU329670.1	2629373;2629909;2630021	2629819;2629985;2630183	-;-;-	687	142
cds-CAB16721.2	CU329670.1	2630589	2633369	-	2781	1064
cds-CAB16720.1	CU329670.1	2634211	2636871	+	2661	1014
cds-CAB16719.2	CU329670.1;CU329670.1;CU329670.1;CU329670.1	2637726;2637979;2638304;2639121	2637808;2638210;2639057;2639299	+;+;+;+	1248	107
cds-CAB16718.2	CU329670.1	2639701	2641428	-	1728	277
cds-CAB11060.1	CU329670.1;CU329670.1	2643624;2643860	2643683;2645143	+;+	1344	452
cds-CAB11059.1	CU329670.1	2645517	2649986	+	4470	1253
cds-CAB11062.1	CU329670.1	2650738	2657829	+	7092	2735
cds-CAB11058.1	CU329670.1	2658044	2660584	-	2541	292
cds-CAB11057.1	CU329670.1	2661801	2662325	+	525	336
cds-CAB11055.1	CU329670.1	2664524	2664979	-	456	555
cds-CAB11054.1	CU329670.1	2665816	2667183	+	1368	2415
cds-CAB11053.3	CU329670.1	2668334	2668822	-	489	26
cds-CAB11052.1	CU329670.1	2669813	2670169	+	357	93
cds-CAB11051.1	CU329670.1	2670529	2671449	-	921	184
cds-CAB11050.1	CU329670.1;CU329670.1	2672171;2672978	2672783;2673105	-;-	741	201
cds-CAB11049.1	CU329670.1	2673980	2674819	+	840	52
cds-CAB11048.3	CU329670.1;CU329670.1;CU329670.1	2675099;2675556;2675689	2675398;2675606;2675970	-;-;-	633	291
cds-CAB90131.1	CU329670.1;CU329670.1	2677140;2677428	2677373;2678105	+;+	912	165
cds-CAB90132.1	CU329670.1	2678627	2679049	-	423	65
cds-CAB90133.1	CU329670.1	2679765	2681546	-	1782	345
cds-CAB90134.1	CU329670.1	2686406	2687755	+	1350	105
cds-CAB90135.1	CU329670.1;CU329670.1	2688195;2688317	2688263;2688898	+;+	651	128
cds-CAB90136.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1	2689703;2690153;2690408;2690804	2689771;2690272;2690743;2690992	+;+;+;+	714	158
cds-CAB90137.1	CU329670.1;CU329670.1	2691464;2691859	2691798;2691874	+;+	351	41
cds-CAB90138.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1	2692031;2692234;2693186;2693436	2692174;2693106;2693352;2693529	-;-;-;-	1278	282
cds-CAB90139.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	2694758;2694817;2694903;2694982;2695171;2695684	2694776;2694836;2694917;2695101;2695619;2697334	+;+;+;+;+;+	2274	679
cds-CAB90140.1	CU329670.1	2697418	2698095	-	678	134
cds-CAB90141.1	CU329670.1	2699007	2700104	-	1098	196
cds-CAB90142.1	CU329670.1;CU329670.1	2700453;2700658	2700521;2700918	+;+	330	254
cds-CAB90144.1	CU329670.1	2702997	2703776	-	780	280
cds-CAB90143.1	CU329670.1;CU329670.1	2701629;2701694	2701653;2702937	+;+	1269	135
cds-CAB90145.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1	2704905;2705076;2705409;2705553	2705024;2705361;2705503;2705603	-;-;-;-	552	4
cds-CAC21467.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1	2706276;2706604;2706728;2706983	2706552;2706671;2706918;2707193	-;-;-;-	747	35
cds-CAC21468.1	CU329670.1;CU329670.1	2708097;2708779	2708446;2708869	+;+	441	294
cds-CAC21469.1	CU329670.1	2711080	2712315	+	1236	201
cds-CAC21470.1	CU329670.1	2713053	2716931	-	3879	1443
cds-CAC21471.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	2720954;2721202;2721405;2721552;2721748;2722060;2722375	2721100;2721355;2721499;2721643;2722008;2722291;2722578	+;+;+;+;+;+;+	1185	118
cds-CAC21472.2	CU329670.1;CU329670.1;CU329670.1;CU329670.1	2722735;2723273;2723349;2723608	2723210;2723300;2723559;2723660	+;+;+;+	768	207
cds-CAC21473.1	CU329670.1	2724376	2725095	+	720	152
cds-CAB11726.1	CU329670.1	2726719	2732283	+	5565	540
cds-CAB11740.1	CU329670.1	2732524	2733570	-	1047	60
cds-CAB11727.1	CU329670.1;CU329670.1	2734109;2735332	2734927;2736126	-;-	1614	380
cds-CAB11728.1	CU329670.1	2736676	2738145	-	1470	53
cds-CAB11729.1	CU329670.1;CU329670.1	2740539;2740894	2740840;2740960	+;+	369	608
cds-CAB11730.1	CU329670.1	2741551	2745018	-	3468	837
cds-CAB11741.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1	2745955;2746193;2746303;2746439	2746128;2746239;2746335;2746640	-;-;-;-	456	861
cds-CAB11731.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1	2746772;2747119;2747341;2747509	2746931;2747266;2747431;2748009	-;-;-;-	900	54
cds-CAB11732.1	CU329670.1;CU329670.1	2749068;2749164	2749100;2749547	+;+	417	29
cds-CAB11733.1	CU329670.1;CU329670.1	2749978;2750910	2750869;2750971	-;-	954	252
cds-CAB11734.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	2751672;2752212;2752387;2752623;2752774	2752152;2752329;2752575;2752731;2752806	-;-;-;-;-	930	131
cds-CAB11735.1	CU329670.1;CU329670.1;CU329670.1	2754768;2754968;2755192	2754899;2755103;2756129	+;+;+	1206	364
cds-CAB11736.1	CU329670.1	2756498	2758834	-	2337	786
cds-CBA11500.1	CU329670.1;CU329670.1	2759155;2759479	2759292;2759709	-;-	369	11
cds-CAB11737.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	2762302;2762454;2762562;2762662;2762787;2762875;2763001;2763181	2762382;2762493;2762585;2762722;2762833;2762921;2763126;2763390	+;+;+;+;+;+;+;+	636	199
cds-CAB11738.2	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	2763686;2764611;2764791;2764872;2765166;2765320	2764572;2764752;2764825;2765122;2765263;2765433	-;-;-;-;-;-	1527	151
cds-CAB11739.3	CU329670.1	2766370	2770572	+	4203	425
cds-CAB75990.2	CU329670.1;CU329670.1;CU329670.1;CU329670.1	2770704;2770936;2773108;2773204	2770895;2773012;2773156;2773213	-;-;-;-	2328	326
cds-CAB55843.1	CU329670.1;CU329670.1	2774092;2774818	2774745;2774928	-;-	765	189
cds-CAB55844.2	CU329670.1;CU329670.1;CU329670.1	2775340;2776135;2776251	2776083;2776171;2776576	-;-;-	1107	54
cds-CAB55845.1	CU329670.1;CU329670.1	2777371;2777619	2777554;2780923	+;+	3489	354
cds-CAB55846.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1	2781416;2781617;2781747;2781969	2781550;2781686;2781895;2782934	+;+;+;+	1320	614
cds-CAB55847.1	CU329670.1	2783941	2784930	-	990	194
cds-CAB55848.1	CU329670.1;CU329670.1	2785536;2786013	2785684;2786148	-;-	285	11
cds-CAD99133.1	CU329670.1;CU329670.1;CU329670.1	2788070;2788128;2788299	2788078;2788238;2788514	+;+;+	336	27
cds-CCD31320.1	CU329670.1	2789090	2789377	+	288	52
cds-CAB55850.1	CU329670.1	2790199	2791221	-	1023	40
cds-CAB55851.1	CU329670.1	2791243	2792826	+	1584	168
cds-CAB55852.1	CU329670.1;CU329670.1	2793017;2793353	2793252;2793476	-;-	360	429
cds-CAB55853.1	CU329670.1	2794338	2794724	-	387	451
cds-CAB55854.1	CU329670.1;CU329670.1	2794938;2795290	2795045;2795586	+;+	405	635
cds-CAB55855.1	CU329670.1	2796469	2797827	+	1359	108
cds-CAB55856.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1	2798023;2798164;2799862;2800053	2798122;2799766;2799995;2800231	-;-;-;-	2016	406
cds-CAB55857.1	CU329670.1	2800953	2801900	-	948	71
cds-CAB55858.2	CU329670.1	2804508	2807744	+	3237	669
cds-CAB61469.1	CU329670.1	2808542	2809807	-	1266	196
cds-CAK9838167.1	CU329670.1;CU329670.1	2811438;2812412	2812368;2812464	-;-	984	307
cds-CCD31321.1	CU329670.1	2812783	2813037	+	255	3
cds-CAB61471.1	CU329670.1;CU329670.1	2814368;2814928	2814516;2815201	+;+	423	128
cds-CAB61472.2	CU329670.1;CU329670.1;CU329670.1	2815942;2817665;2818078	2817623;2818037;2818185	+;+;+	2163	280
cds-CAA93300.1	CU329670.1	2818256	2820781	-	2526	314
cds-CAA93301.1	CU329670.1	2821486	2823444	+	1959	688
cds-CAA93302.1	CU329670.1	2823967	2825463	+	1497	506
cds-CAA93303.1	CU329670.1	2825838	2826818	-	981	137
cds-CAA93304.1	CU329670.1;CU329670.1	2827047;2828629	2828349;2828687	-;-	1362	86
cds-CAA93305.1	CU329670.1	2828666	2829184	-	519	36
cds-CCD31322.1	CU329670.1;CU329670.1;CU329670.1	2830517;2830799;2830992	2830599;2830806;2831209	+;+;+	309	64
cds-CAA93306.1	CU329670.1	2831810	2832589	-	780	98
cds-CAA93307.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1	2832796;2833099;2833426;2833596	2833036;2833169;2833529;2833974	+;+;+;+	795	201
cds-CAA93308.1	CU329670.1	2833891	2834988	-	1098	83
cds-CAA93309.3	CU329670.1	2837268	2841704	-	4437	1097
cds-CAA93310.1	CU329670.1	2842317	2842922	-	606	71
cds-CAA93313.1	CU329670.1	2848929	2849201	-	273	19
cds-CAA93311.1	CU329670.1	2846535	2848373	+	1839	282
cds-CAA93314.1	CU329670.1;CU329670.1	2849710;2851667	2851557;2851669	-;-	1851	306
cds-CAA93315.1	CU329670.1;CU329670.1	2852036;2852175	2852038;2853332	+;+	1161	229
cds-CAB40187.1	CU329670.1;CU329670.1	2853790;2853849	2853796;2853919	-;-	78	299
cds-CAB52163.1	CU329670.1;CU329670.1;CU329670.1	2855322;2855516;2855620	2855456;2855577;2855662	-;-;-	240	68
cds-CAB52164.2	CU329670.1;CU329670.1	2855931;2857463	2857427;2858980	+;+	3015	271
cds-CAB52165.1	CU329670.1;CU329670.1	2859456;2859619	2859491;2860704	+;+	1122	264
cds-CAB52166.2	CU329670.1;CU329670.1	2860952;2861418	2861354;2861740	-;-	726	20
cds-CAB52167.1	CU329670.1	2862674	2863567	+	894	59
cds-CAB52168.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	2863965;2864308;2864488;2865210;2865474;2865556;2865696	2864266;2864442;2865151;2865409;2865501;2865640;2865787	-;-;-;-;-;-;-	1506	101
cds-CAB52169.1	CU329670.1;CU329670.1	2866179;2866289	2866235;2867362	-;-	1131	229
cds-CAB52170.1	CU329670.1;CU329670.1	2868517;2869265	2869171;2869377	-;-	768	125
cds-CAB52171.1	CU329670.1	2870120	2871325	-	1206	410
cds-CAA20147.2	CU329670.1	2873032	2874252	-	1221	273
cds-CAC34972.1	CU329670.1	2875888	2876217	+	330	1
cds-CAA20146.1	CU329670.1	2877519	2880353	+	2835	838
cds-CAA20145.1	CU329670.1	2881105	2881731	-	627	100
cds-CAA20144.2	CU329670.1;CU329670.1;CU329670.1;CU329670.1	2883184;2883542;2884840;2884987	2883489;2884783;2884932;2885220	-;-;-;-	1875	131
cds-CAA20143.1	CU329670.1;CU329670.1;CU329670.1	2885342;2885592;2885724	2885526;2885632;2886721	+;+;+	1224	99
cds-CAA20142.1	CU329670.1	2887039	2889948	+	2910	435
cds-CAA20141.1	CU329670.1;CU329670.1	2890158;2890240	2890184;2890779	+;+	567	45
cds-CAA20140.1	CU329670.1;CU329670.1;CU329670.1	2891216;2891310;2892432	2891258;2892175;2892527	-;-;-	1005	2190
cds-CCD31323.1	CU329670.1	2892551	2892775	+	225	548
cds-CAA20139.1	CU329670.1	2893972	2894991	-	1020	46
cds-CAA20138.1	CU329670.1	2895219	2897600	-	2382	922
cds-CAA20137.1	CU329670.1	2898059	2901694	+	3636	770
cds-CAB52146.1	CU329670.1	2903369	2907046	-	3678	1648
cds-CAA20136.2	CU329670.1;CU329670.1	2902288;2902829	2902761;2902873	+;+	519	219
cds-CAB52147.2	CU329670.1	2907701	2910229	-	2529	480
cds-CAB58725.1	CU329670.1	2911719	2912369	+	651	39
cds-CAB58726.1	CU329670.1;CU329670.1	2913008;2913063	2913020;2913184	-;-	135	789
cds-CAB58727.1	CU329670.1	2913403	2913705	+	303	5
cds-CAB58728.1	CU329670.1	2914901	2918134	+	3234	735
cds-CAB58729.1	CU329670.1	2918362	2919468	-	1107	259
cds-CAB58730.1	CU329670.1	2921568	2922578	+	1011	132
cds-CAB83005.1	CU329670.1	2923322	2924368	+	1047	470
cds-CAB83006.1	CU329670.1	2924893	2926446	-	1554	72
cds-CAB83007.1	CU329670.1	2927204	2931205	-	4002	0
cds-CAB83008.1	CU329670.1	2932797	2934935	+	2139	643
cds-CAB83009.1	CU329670.1	2935510	2936103	-	594	67
cds-CAC36908.1	CU329670.1	2942389	2946051	+	3663	482
cds-CAC36909.2	CU329670.1	2947944	2949728	+	1785	247
cds-CAC36898.1	CU329670.1	2950090	2951721	-	1632	281
cds-CAC36899.2	CU329670.1	2952416	2953642	+	1227	279
cds-CAC36900.1	CU329670.1	2954138	2954824	-	687	103
cds-SPOM_SPAPB24D3.05C	CU329670.1;CU329670.1;CU329670.1	2954983;2955222;2955360	2955219;2955353;2955377	-;-;-	387	17
cds-CAC36902.1	CU329670.1	2956064	2957014	-	951	126
cds-CAC36903.1	CU329670.1	2958024	2958926	-	903	1078
cds-CAC36904.1	CU329670.1	2961199	2962248	-	1050	461
cds-CAC36905.1	CU329670.1	2963162	2967352	-	4191	366
cds-CAC36906.1	CU329670.1	2968079	2970988	-	2910	12243
cds-CAK9838235.1	CU329670.1	2975643	2975771	+	129	25
cds-CAC36907.2	CU329670.1	2977811	2979298	+	1488	88
cds-CAC19727.1	CU329670.1;CU329670.1	2980473;2980630	2980532;2981589	+;+	1020	7
cds-CAC19729.1	CU329670.1	2986336	2988429	-	2094	244
cds-CAC19728.1	CU329670.1	2984786	2986009	+	1224	69
cds-CAC19730.2	CU329670.1;CU329670.1	2989396;2989565	2989507;2990460	+;+	1008	102
cds-CAB11686.1	CU329670.1;CU329670.1;CU329670.1	2990973;2991157;2991498	2991107;2991271;2991946	+;+;+	699	81
cds-CAB11687.1	CU329670.1	2992657	2993115	+	459	88
cds-CAB11688.1	CU329670.1	2993498	2994586	+	1089	328
cds-CAB11689.1	CU329670.1;CU329670.1	2995039;2995734	2995688;2995770	-;-	687	892
cds-CAB11690.2	CU329670.1;CU329670.1	2996304;2996454	2996403;2997058	+;+	705	35
cds-CAB11691.2	CU329670.1	2997453	2998157	+	705	18
cds-CAB11692.1	CU329670.1	2999088	2999843	+	756	206
cds-CAB11693.1	CU329670.1	2999850	3000968	-	1119	425
cds-CAB11694.1	CU329670.1	3002057	3003766	+	1710	271
cds-CAB11695.1	CU329670.1	3006138	3006845	+	708	537
cds-CAB75348.3	CU329670.1;CU329670.1;CU329670.1	3008184;3009160;3009312	3008795;3009258;3009317	-;-;-	717	75
cds-CAB75349.1	CU329670.1	3010087	3010443	+	357	44
cds-CAB11697.1	CU329670.1	3010979	3011905	+	927	267
cds-CAB11698.1	CU329670.1	3012593	3013756	+	1164	101
cds-CAB11699.2	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	3014466;3014595;3014720;3015007;3015515;3016601;3016826;3017011	3014555;3014663;3014947;3015472;3016560;3016775;3016967;3017698	+;+;+;+;+;+;+;+	2904	283
cds-CAB11700.1	CU329670.1;CU329670.1	3017927;3018199	3018073;3018762	-;-	711	317
cds-CAB11701.1	CU329670.1;CU329670.1	3019652;3020230	3020010;3020305	-;-	435	191
cds-CAB11702.1	CU329670.1	3020942	3021733	-	792	162
cds-CAB11703.1	CU329670.1	3024418	3027990	+	3573	473
cds-CAB11704.2	CU329670.1;CU329670.1;CU329670.1;CU329670.1	3028233;3028570;3029972;3030272	3028520;3029905;3030188;3030323	-;-;-;-	1893	1080
cds-CAC34406.1	CU329670.1	3033581	3033916	-	336	4
cds-CAB57433.1	CU329670.1	3034882	3036816	+	1935	208
cds-CAB57434.2	CU329670.1;CU329670.1	3037718;3037920	3037877;3039565	+;+	1806	95
cds-CAB11259.1	CU329670.1;CU329670.1	3039710;3040088	3039995;3040452	-;-	651	161
cds-CAB11260.1	CU329670.1	3041282	3042463	+	1182	185
cds-CAB71272.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1	3042800;3042872;3043096;3043225	3042817;3042909;3043157;3043307	-;-;-;-	201	102
cds-CAB11261.1	CU329670.1	3044351	3044716	+	366	126
cds-CAB11262.1	CU329670.1	3045121	3047313	-	2193	254
cds-CAB11263.2	CU329670.1;CU329670.1	3048409;3051375	3050745;3051407	-;-	2370	5797
cds-CAB11264.2	CU329670.1	3053598	3059282	-	5685	495
cds-CAB11265.1	CU329670.1	3061611	3063401	+	1791	940
cds-CAB11266.2	CU329670.1	3063767	3065191	+	1425	149
cds-CAB11267.1	CU329670.1	3065418	3066209	-	792	82
cds-CAB11268.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1	3066588;3066707;3068414;3068782	3066657;3068370;3068734;3069054	+;+;+;+	2328	415
cds-CAB11269.1	CU329670.1	3069614	3071017	-	1404	1084
cds-CAB11270.1	CU329670.1;CU329670.1	3071685;3071804	3071750;3072004	-;-	267	37
cds-CAB11271.1	CU329670.1	3073178	3074167	+	990	161
cds-CAB11273.1	CU329670.1;CU329670.1;CU329670.1	3074467;3074772;3075429	3074719;3075353;3075988	-;-;-	1395	87
cds-CAB10002.1	CU329670.1	3077676	3080168	+	2493	142
cds-CAB09996.4	CU329670.1;CU329670.1;CU329670.1;CU329670.1	3081568;3083902;3084125;3084230	3083850;3084081;3084190;3084244	-;-;-;-	2544	515
cds-CAB10003.1	CU329670.1;CU329670.1	3081012;3081155	3081104;3081472	+;+	411	197
cds-CAD86931.2	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	3087038;3087127;3087230;3087384;3087704;3087895	3087071;3087168;3087276;3087587;3087838;3088044	+;+;+;+;+;+	612	89
cds-CAB09998.2	CU329670.1	3089053	3089325	-	273	26
cds-CAJ01913.3	CU329670.1;CU329670.1;CU329670.1	3089583;3090163;3090533	3090047;3090285;3090697	-;-;-	753	97
cds-CAB10000.1	CU329670.1	3091237	3093228	-	1992	226
cds-CAB10001.2	CU329670.1;CU329670.1	3093973;3094229	3094173;3094885	-;-	858	76
cds-CAK9838287.1	CU329670.1;CU329670.1	3095075;3098626	3098590;3098667	-;-	3558	183
cds-CAC19760.1	CU329670.1;CU329670.1	3099261;3099483	3099419;3099830	-;-	507	18
cds-CAC19761.1	CU329670.1;CU329670.1	3100107;3100747	3100667;3101001	+;+	816	104
cds-CAC19762.1	CU329670.1;CU329670.1;CU329670.1	3101297;3102283;3102478	3102149;3102431;3102516	-;-;-	1041	80
cds-CAC19763.1	CU329670.1;CU329670.1	3102969;3103708	3103565;3103719	-;-	609	248
cds-CAC19764.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	3104343;3104433;3105219;3105441;3105613;3105871	3104364;3105153;3105378;3105547;3105686;3105908	-;-;-;-;-;-	1122	79
cds-CAC19765.1	CU329670.1	3106374	3106841	-	468	58
cds-CAC19766.1	CU329670.1	3106840	3108006	+	1167	74
cds-CAC19767.1	CU329670.1	3108428	3108880	-	453	609
cds-CAC19768.1	CU329670.1;CU329670.1	3109174;3109606	3109312;3110015	+;+	549	21
cds-CAC19769.2	CU329670.1;CU329670.1	3110201;3110508	3110323;3113300	+;+	2916	384
cds-CAB90769.1	CU329670.1;CU329670.1;CU329670.1	3113565;3114129;3114363	3113999;3114276;3114412	-;-;-	633	85
cds-CAB90770.2	CU329670.1;CU329670.1	3114616;3115103	3114973;3115326	-;-	582	81
cds-CAB90771.3	CU329670.1	3116067	3116795	-	729	276
cds-CAB90772.1	CU329670.1;CU329670.1	3117657;3118947	3118862;3119000	-;-	1260	133
cds-CAB90773.1	CU329670.1	3119379	3122495	-	3117	915
cds-CAK9838303.1	CU329670.1;CU329670.1;CU329670.1	3123163;3125118;3126356	3125118;3126310;3126653	+;+;+	3446	457
cds-CAK9838304.1	CU329670.1;CU329670.1	3127689;3127862	3127813;3128780	+;+	1044	264
cds-CAB90776.1	CU329670.1	3129878	3134320	+	4443	225
cds-CAB90777.2	CU329670.1	3135125	3138433	+	3309	1279
cds-CAB90778.1	CU329670.1	3138722	3139225	-	504	296
cds-CAB90779.1	CU329670.1	3139724	3140731	+	1008	42
cds-CAB90780.2	CU329670.1;CU329670.1;CU329670.1;CU329670.1	3141463;3141652;3142396;3142719	3141603;3142329;3142667;3143034	+;+;+;+	1407	97
cds-CBA11501.1	CU329670.1;CU329670.1	3143922;3144125	3144046;3144329	+;+	330	82
cds-CAB90781.1	CU329670.1;CU329670.1	3145214;3145298	3145250;3145728	+;+	468	64
cds-CAA15924.1	CU329670.1	3145867	3146559	+	693	197
cds-CAA15923.1	CU329670.1	3147207	3149507	-	2301	333
cds-CAA15922.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	3151326;3151789;3151952;3152134;3152328	3151625;3151869;3152079;3152255;3152782	+;+;+;+;+	1086	93
cds-CAA15921.1	CU329670.1;CU329670.1;CU329670.1	3152779;3157130;3157240	3157050;3157197;3157288	-;-;-	4389	284
