# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "4" "-a" "ref/shizo_gff.gff" "-o" "counts/shi_gluc_1_gene_counts.txt" "-t" "CDS" "-g" "ID" "star/shi_gluc_1Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	star/shi_gluc_1Aligned.sortedByCoord.out.bam
cds-CAB16294.1	CU329670.1	3650640	3653435	-	2796	281
cds-CAB16295.1	CU329670.1	3654280	3654714	+	435	108
cds-CAB16296.1	CU329670.1;CU329670.1	3655144;3655470	3655253;3655971	+;+	612	2105
cds-CAB16297.1	CU329670.1	3656449	3657357	-	909	98
cds-CAB16298.1	CU329670.1;CU329670.1;CU329670.1	3658467;3658878;3659007	3658832;3658961;3659021	-;-;-	465	175
cds-CAB16299.2	CU329670.1;CU329670.1;CU329670.1	3659132;3659271;3659527	3659191;3659420;3659571	+;+;+	255	41
cds-CAI94397.2	CU329670.1;CU329670.1;CU329670.1	3660430;3660491;3660607	3660438;3660556;3660717	+;+;+	186	10
cds-CAB16300.1	CU329670.1	3661488	3662399	-	912	114
cds-CAB16301.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	3666007;3666134;3666980;3667113;3667314	3666036;3666223;3667059;3667170;3668675	+;+;+;+;+	1620	901
cds-CAB16302.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1	3669305;3671166;3671334;3671440	3671096;3671290;3671395;3671497	-;-;-;-	2037	839
cds-CAB16303.1	CU329670.1	3672533	3673099	-	567	65
cds-CAB16304.1	CU329670.1	3674300	3674794	-	495	61
cds-CAB16305.2	CU329670.1	3675526	3677607	+	2082	59
cds-CAB10099.1	CU329670.1	3678085	3679437	+	1353	329
cds-CAB10100.1	CU329670.1	3680587	3683145	-	2559	86
cds-CAB10101.1	CU329670.1	3683722	3685101	-	1380	297
cds-CAB10102.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1	3685760;3686074;3686530;3686710	3685989;3686489;3686600;3686721	-;-;-;-	729	137
cds-CCD31330.1	CU329670.1	3688045	3688305	+	261	24
cds-CAB10103.2	CU329670.1;CU329670.1;CU329670.1;CU329670.1	3688782;3689322;3689722;3690484	3688806;3689638;3690441;3691125	+;+;+;+	1704	359
cds-CAB10104.2	CU329670.1	3691391	3691879	+	489	73
cds-CAB10105.1	CU329670.1;CU329670.1;CU329670.1	3692835;3692936;3693303	3692884;3693162;3694891	+;+;+	1866	355
cds-CAB10106.1	CU329670.1	3695162	3696028	-	867	160
cds-CAB10107.2	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	3697508;3697795;3698421;3698570;3699359;3699582	3697752;3698368;3698527;3699310;3699538;3699837	+;+;+;+;+;+	2103	660
cds-CAB10108.1	CU329670.1	3702795	3708953	+	6159	1873
cds-CAB10109.2	CU329670.1;CU329670.1	3709206;3709499	3709346;3709804	-;-	447	56
cds-CAB10110.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	3711546;3711721;3711913;3712067;3712968;3713147;3713379	3711671;3711861;3712014;3712927;3713096;3713319;3713760	+;+;+;+;+;+;+	1914	252
cds-CAB10111.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	3714187;3714262;3714352;3714628;3714748	3714223;3714301;3714584;3714695;3716313	+;+;+;+;+	1944	161
cds-CAB10112.2	CU329670.1	3716806	3720963	+	4158	599
cds-CAB52421.1	CU329670.1	3721310	3721756	-	447	375
cds-CAB52422.1	CU329670.1;CU329670.1	3722509;3722999	3722808;3723019	+;+	321	2416
cds-CAB52423.1	CU329670.1	3723833	3725710	+	1878	534
cds-CAB52424.1	CU329670.1;CU329670.1	3725922;3727008	3726952;3727074	-;-	1098	289
cds-CAB52425.1	CU329670.1;CU329670.1	3727463;3727604	3727525;3728104	+;+	564	208
cds-CAB52426.1	CU329670.1	3728516	3729034	-	519	2
cds-CAB52427.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	3729807;3729984;3730494;3730644;3730904	3729897;3730178;3730596;3730700;3730991	+;+;+;+;+	534	255
cds-CAB52428.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1	3731271;3731672;3731740;3731893	3731424;3731692;3731808;3731981	+;+;+;+	333	109
cds-CAB52429.2	CU329670.1	3732443	3733240	+	798	79
cds-CAB88269.1	CU329670.1;CU329670.1;CU329670.1	3733737;3735477;3735561	3735276;3735517;3735599	-;-;-	1620	1008
cds-CAB88270.1	CU329670.1;CU329670.1	3736955;3738505	3738464;3739106	+;+	2112	108
cds-CAB88271.1	CU329670.1	3739162	3743421	-	4260	3318
cds-CAB88272.1	CU329670.1	3744164	3744829	+	666	900
cds-CAB88273.1	CU329670.1	3749695	3751446	+	1752	683
cds-CBA11503.1	CU329670.1;CU329670.1	3790980;3791154	3791111;3791342	+;+	321	26
cds-CAB96041.3	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	3791831;3791891;3792267;3795601;3795734	3791851;3792229;3795557;3795684;3795856	-;-;-;-;-	3858	347
cds-CAB61213.1	CU329670.1;CU329670.1	3796400;3798348	3798226;3798446	-;-	1926	3219
cds-CAB61214.2	CU329670.1;CU329670.1;CU329670.1	3799244;3799731;3800184	3799680;3800135;3800241	+;+;+	900	205
cds-CAB61215.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	3800313;3800393;3800535;3800686;3800800	3800351;3800471;3800617;3800747;3800938	-;-;-;-;-	402	116
cds-CAB61216.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1	3801248;3801442;3801634;3801684	3801391;3801589;3801643;3801717	-;-;-;-	336	107
cds-CAO77643.1	CU329670.1;CU329670.1	3802551;3804661	3804587;3804954	+;+	2331	37
cds-CAB61218.1	CU329670.1;CU329670.1	3805844;3806163	3805930;3806849	+;+	774	3844
cds-CAB61219.2	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	3807447;3807831;3808035;3808448;3808635	3807775;3807987;3808393;3808571;3808670	-;-;-;-;-	1005	524
cds-CAA93806.1	CU329670.1	3809528	3810034	-	507	5152
cds-CAA93808.1	CU329670.1	3811066	3811641	-	576	84
cds-CAA93809.1	CU329670.1	3813122	3814255	+	1134	159
cds-CAA93810.1	CU329670.1;CU329670.1	3814549;3815027	3814940;3815393	-;-	759	41
cds-CAA93811.1	CU329670.1	3815853	3817022	+	1170	950
cds-CAA93812.2	CU329670.1;CU329670.1;CU329670.1;CU329670.1	3817464;3817851;3818035;3818170	3817803;3817991;3818130;3818543	+;+;+;+	951	121
cds-CAK9838579.1	CU329670.1;CU329670.1;CU329670.1	3818803;3818954;3819720	3818907;3819677;3820420	+;+;+	1530	240
cds-CAA93814.1	CU329670.1;CU329670.1;CU329670.1	3820727;3820856;3821188	3820794;3821033;3821385	-;-;-	444	122
cds-CCD31331.1	CU329670.1	3822105	3822365	-	261	3
cds-CAA93340.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1	3822935;3823059;3823216;3823932	3823020;3823131;3823886;3824280	+;+;+;+	1179	546
cds-CAA93341.1	CU329670.1;CU329670.1	3824487;3825553	3825495;3825719	-;-	1176	64
cds-CAA93342.1	CU329670.1	3826640	3828589	-	1950	402
cds-CAA93343.1	CU329670.1;CU329670.1;CU329670.1	3831070;3831775;3832016	3831683;3831956;3832149	-;-;-	930	41
cds-CAA93344.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1	3832775;3833202;3833512;3833988	3833136;3833466;3833942;3835593	+;+;+;+	2664	163
cds-CCD31332.1	CU329670.1;CU329670.1;CU329670.1	3835627;3835719;3835967	3835672;3835926;3836036	-;-;-	324	21
cds-CAK9838588.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1	3837449;3837568;3837811;3837940	3837519;3837751;3837890;3838000	+;+;+;+	396	27
cds-CAA93346.2	CU329670.1;CU329670.1;CU329670.1;CU329670.1	3838713;3838837;3839106;3839282	3838770;3839056;3839157;3839380	-;-;-;-	429	263
cds-CAA93347.1	CU329670.1	3841581	3842441	+	861	506
cds-CAA93348.1	CU329670.1;CU329670.1;CU329670.1	3843416;3843766;3844015	3843577;3843934;3844022	+;+;+	339	97
cds-CAA93349.1	CU329670.1	3845013	3846542	-	1530	26319
cds-CAA93350.1	CU329670.1	3848133	3850484	-	2352	346
cds-CAA93352.1	CU329670.1;CU329670.1	3853081;3853190	3853112;3853424	+;+	267	88
cds-CAA93353.1	CU329670.1;CU329670.1	3853769;3854800	3854745;3854860	-;-	1038	80
cds-CAK9838596.1	CU329670.1;CU329670.1	3855626;3855792	3855790;3857792	-;-	2166	493
cds-CAB59878.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	3858423;3858935;3859124;3859273;3861631	3858891;3859077;3859227;3861564;3861679	+;+;+;+;+	3057	445
cds-CAB59879.1	CU329670.1	3861719	3862735	-	1017	105
cds-CAB59880.1	CU329670.1	3863001	3863504	-	504	32
cds-CAB59881.1	CU329670.1	3864523	3865542	+	1020	270
cds-CAB59882.1	CU329670.1	3866588	3868159	+	1572	501
cds-CAB59883.1	CU329670.1	3868496	3868960	-	465	2072
cds-CAK9838604.1	CU329670.1	3870660	3871427	-	768	235
cds-CAB59884.1	CU329670.1;CU329670.1	3869145;3869548	3869453;3869571	+;+	333	237
cds-CAB59886.1	CU329670.1	3871920	3874679	-	2760	10783
cds-CCD31333.1	CU329670.1	3881345	3881662	+	318	0
cds-CAB59887.1	CU329670.1	3882527	3883261	+	735	28
cds-CAB59888.2	CU329670.1	3883621	3884091	-	471	105
cds-CAB54150.1	CU329670.1;CU329670.1	3884544;3884844	3884687;3886031	+;+	1332	126
cds-CCD31334.1	CU329670.1	3886097	3886270	-	174	7
cds-CAB54151.1	CU329670.1	3887570	3888124	+	555	69
cds-CAB54152.1	CU329670.1	3888774	3890888	-	2115	12339
cds-CAB54153.1	CU329670.1;CU329670.1	3892300;3892545	3892505;3892758	-;-	420	105
cds-CAB54154.1	CU329670.1	3893322	3895187	-	1866	203
cds-CAB54155.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	3896632;3896767;3896937;3897018;3897102	3896696;3896863;3896971;3897051;3897128	-;-;-;-;-	258	88
cds-CAB54156.1	CU329670.1;CU329670.1;CU329670.1	3898584;3899257;3899674	3899153;3899626;3899687	-;-;-	954	203
cds-CAB54157.1	CU329670.1	3900367	3906588	-	6222	11462
cds-CAB53404.2	CU329670.1;CU329670.1	3907586;3908600	3908550;3908795	-;-	1161	133
cds-CAB53405.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1	3909389;3909632;3909873;3910353	3909568;3909734;3910314;3910371	-;-;-;-	744	857
cds-CAB53406.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1	3910740;3911828;3912017;3912543	3911784;3911964;3912500;3912604	-;-;-;-	1728	99
cds-CAB53407.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1	3912773;3913097;3913544;3914102	3912916;3913481;3914055;3914524	+;+;+;+	1464	524
cds-CAB53408.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	3914605;3914838;3915166;3915267;3915405	3914790;3915124;3915227;3915360;3915471	-;-;-;-;-	696	95
cds-CAB53409.3	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	3915615;3915746;3915865;3916108;3916340;3916569;3916913;3917140;3917347;3917497	3915698;3915821;3916072;3916298;3916527;3916873;3917102;3917303;3917459;3917531	-;-;-;-;-;-;-;-;-;-	1554	99
cds-CAB53410.1	CU329670.1;CU329670.1	3918201;3919203	3919140;3919864	-;-	1602	354
cds-CAB53411.1	CU329670.1	3921076	3921711	+	636	61
cds-CAB53412.2	CU329670.1	3922354	3923313	+	960	640
cds-CAB54975.1	CU329670.1;CU329670.1;CU329670.1	3923693;3923772;3923995	3923721;3923885;3924079	-;-;-	228	266
cds-CAB16260.1	CU329670.1	3924753	3925331	+	579	136
cds-CAB16261.1	CU329670.1	3925983	3927260	-	1278	331
cds-CAB16271.2	CU329670.1;CU329670.1	3927781;3927969	3927884;3928317	-;-	453	113
cds-CAB16262.1	CU329670.1	3928809	3929636	-	828	263
cds-CAB16272.1	CU329670.1;CU329670.1	3931214;3933961	3933838;3934068	-;-	2733	721
cds-CAB16264.1	CU329670.1;CU329670.1	3936053;3936597	3936530;3937780	+;+	1662	420
cds-CAB16263.1	CU329670.1	3935528	3935833	-	306	4
cds-CAB16265.1	CU329670.1	3940263	3941939	+	1677	793
cds-CAD43411.3	CU329670.1;CU329670.1;CU329670.1	3942299;3942506;3942775	3942364;3942669;3942802	-;-;-	258	191
cds-CAB16266.1	CU329670.1	3943194	3946043	+	2850	404
cds-CAB16267.1	CU329670.1;CU329670.1	3946578;3946738	3946695;3947774	+;+	1155	439
cds-CAD43412.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	3947930;3948283;3948407;3948538;3948735	3948241;3948358;3948493;3948690;3948946	-;-;-;-;-	840	82
cds-CAK9838640.1	CU329670.1;CU329670.1	3949057;3949997	3949921;3950178	-;-	1047	140
cds-CAB16268.1	CU329670.1	3950520	3951515	-	996	124
cds-CAB16269.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1	3954471;3955465;3955622;3956352	3955418;3955555;3956300;3956415	+;+;+;+	1782	247
cds-CAB16270.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1	3957143;3957512;3957900;3958067	3957442;3957844;3958004;3958606	+;+;+;+	1278	235
cds-CAB16206.1	CU329670.1	3959898	3961508	+	1611	239
cds-CAB16207.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1	3963323;3963391;3963465;3963752	3963339;3963413;3963609;3965870	+;+;+;+	2304	756
cds-CAB16208.1	CU329670.1	3966835	3967905	+	1071	933
cds-CAB16209.1	CU329670.1	3969009	3969395	+	387	2947
cds-CAB16210.1	CU329670.1	3969833	3970789	-	957	102
cds-CAB16211.1	CU329670.1	3971942	3973234	-	1293	30
cds-CAK9838650.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	3974340;3974541;3974674;3974879;3975193;3975485;3975882;3976014	3974485;3974629;3974775;3975132;3975429;3975832;3975962;3976079	+;+;+;+;+;+;+;+	1323	115
cds-CAD27468.2	CU329670.1;CU329670.1	3976370;3980559	3980195;3980689	-;-	3957	728
cds-CAD27470.1	CU329670.1	3982702	3985104	-	2403	70
cds-CAD27471.1	CU329670.1	3986648	3986920	-	273	262
cds-CAD27472.2	CU329670.1	3987239	3990349	-	3111	4407
cds-CAD27465.1	CU329670.1	3991878	3992444	-	567	46
cds-CCD31335.1	CU329670.1	3994002	3994271	+	270	10
cds-CAD27466.1	CU329670.1	3996423	4000424	-	4002	0
cds-CAB11675.1	CU329670.1;CU329670.1;CU329670.1	4001886;4002964;4003467	4002860;4003416;4003514	+;+;+	1476	107
cds-CAB11676.1	CU329670.1;CU329670.1;CU329670.1	4004507;4005154;4005341	4005061;4005273;4005508	+;+;+	843	91
cds-CAB11677.1	CU329670.1	4005850	4007028	-	1179	1659
cds-CAB60473.1	CU329670.1	4009573	4009818	-	246	6067
cds-CAB11678.1	CU329670.1	4010686	4011249	-	564	1
cds-CAJ76914.1	CU329670.1;CU329670.1	4010913;4011105	4010930;4011317	+;+	231	2
cds-CBA11504.1	CU329670.1;CU329670.1	4012522;4012663	4012611;4012677	-;-	105	25
cds-CAB11679.1	CU329670.1;CU329670.1	4015050;4016240	4016190;4016487	+;+	1389	248
cds-CAB11680.1	CU329670.1	4016578	4018197	-	1620	191
cds-CAB11681.1	CU329670.1	4020082	4021251	+	1170	213
cds-CAB11682.1	CU329670.1	4022492	4026493	+	4002	0
cds-CAB11683.1	CU329670.1	4027114	4034046	+	6933	653
cds-CAB39134.2	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	4034287;4034578;4035091;4035216;4035479;4035709	4034516;4034949;4035164;4035429;4035543;4035782	-;-;-;-;-;-	1029	125
cds-CAB92099.1	CU329670.1	4036723	4037586	-	864	2754
cds-CAB92100.1	CU329670.1	4038144	4041764	-	3621	556
cds-CAB92101.2	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	4042034;4043600;4043749;4043914;4044182	4043554;4043657;4043871;4044133;4044419	-;-;-;-;-	2160	158
cds-CAB10113.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1	4044900;4045177;4046505;4047073	4045135;4046433;4046970;4047498	-;-;-;-	2385	247
cds-CAB10114.1	CU329670.1	4048141	4049103	+	963	342
cds-CAB10115.1	CU329670.1	4049619	4050194	+	576	50
cds-CAB10116.1	CU329670.1	4051128	4052003	+	876	71
cds-CAB10117.1	CU329670.1	4052852	4053247	-	396	424
cds-CAB10118.2	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	4053810;4054110;4054234;4054627;4054848;4055082;4055964	4054068;4054184;4054554;4054800;4054985;4055872;4056017	-;-;-;-;-;-;-	1812	310
cds-CAB10119.1	CU329670.1;CU329670.1	4056958;4057304	4057015;4058289	+;+	1044	729
cds-CAB10120.1	CU329670.1	4060252	4061106	+	855	1462
cds-CAB10121.1	CU329670.1	4061510	4064518	-	3009	18238
cds-CCD31336.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	4066258;4066387;4066623;4066728;4066837;4066943	4066328;4066491;4066652;4066785;4066858;4066971	-;-;-;-;-;-	315	91
cds-CAB10122.1	CU329670.1	4067434	4068186	+	753	277
cds-CAB10123.1	CU329670.1	4068756	4069640	+	885	227
cds-CAB10124.1	CU329670.1;CU329670.1;CU329670.1	4069876;4070267;4070651	4070172;4070613;4070756	-;-;-	750	121
cds-CAB10125.1	CU329670.1;CU329670.1;CU329670.1	4072376;4074180;4074388	4074126;4074291;4074753	+;+;+	2229	422
cds-CAB10126.1	CU329670.1	4075267	4077720	-	2454	1981
cds-CAB10128.2	CU329670.1	4078938	4080950	-	2013	1688
cds-CAA16976.2	CU329670.1	4081483	4082775	-	1293	166
cds-CAA16977.1	CU329670.1;CU329670.1	4083686;4083948	4083769;4084430	+;+	567	191
cds-CAA16978.2	CU329670.1;CU329670.1	4085020;4087334	4087276;4087440	-;-	2364	246
cds-CAA16979.1	CU329670.1	4088871	4089176	+	306	68
cds-CAA16980.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1	4090158;4091660;4091822;4092065	4091357;4091756;4092024;4092079	-;-;-;-	1515	118
cds-CAA16981.1	CU329670.1	4092329	4093084	+	756	76
cds-CAA16982.1	CU329670.1	4093429	4093767	-	339	1358
cds-CAA16983.1	CU329670.1	4094177	4094542	+	366	66
cds-CAA16984.1	CU329670.1	4095202	4096584	+	1383	2603
cds-CAA16985.1	CU329670.1;CU329670.1	4097334;4097430	4097374;4097982	+;+	594	1799
cds-CAA16986.1	CU329670.1;CU329670.1	4098303;4100066	4100014;4100123	-;-	1770	1184
cds-CAK9838701.1	CU329670.1;CU329670.1	4100755;4101272	4101269;4101275	-;-	519	48
cds-CAA16988.1	CU329670.1	4101759	4102955	-	1197	318
cds-CAA16989.1	CU329670.1	4103942	4104622	-	681	105
cds-CAA16990.1	CU329670.1	4105116	4105709	-	594	45
cds-CAA16991.1	CU329670.1	4106827	4111662	+	4836	1044
cds-CAA16992.2	CU329670.1	4112685	4113596	-	912	205
cds-CAA16993.2	CU329670.1;CU329670.1	4113815;4114109	4113933;4117181	-;-	3192	282
cds-CAB16188.2	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	4117287;4117426;4118245;4118308;4118382	4117385;4118200;4118262;4118338;4118973	-;-;-;-;-	1515	103
cds-CAB16189.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1	4119899;4120126;4120270;4120578	4120030;4120228;4120512;4121638	+;+;+;+	1539	113
cds-CAB66097.2	CU329670.1	4122149	4124518	+	2370	279
cds-CAB16191.1	CU329670.1	4125212	4128667	+	3456	785
cds-CAB16192.2	CU329670.1;CU329670.1;CU329670.1	4129529;4129644;4129837	4129597;4129764;4131314	+;+;+	1668	163
cds-CAB16193.2	CU329670.1;CU329670.1;CU329670.1	4131566;4133227;4133377	4132923;4133299;4133463	-;-;-	1518	1087
cds-CAB16200.1	CU329670.1	4134622	4135587	-	966	261
cds-CAB16194.1	CU329670.1	4137573	4138682	-	1110	2465
cds-CAB16195.1	CU329670.1	4141740	4142213	-	474	1991
cds-CAB16196.1	CU329670.1;CU329670.1	4144166;4147029	4146978;4147113	+;+	2898	449
cds-CAB16197.2	CU329670.1	4147739	4151203	+	3465	643
cds-CAB16198.1	CU329670.1;CU329670.1	4151695;4152435	4152345;4152494	-;-	711	50
cds-CAB16199.1	CU329670.1	4155473	4155973	+	501	120
cds-CAB61768.1	CU329670.1	4156539	4157342	+	804	98
cds-CAB61769.1	CU329670.1	4158828	4160378	+	1551	473
cds-CAB61770.1	CU329670.1	4160852	4161988	-	1137	72
cds-CAB61772.2	CU329670.1;CU329670.1	4164278;4164657	4164599;4165774	-;-	1440	134
cds-CAB61771.1	CU329670.1	4162800	4164152	+	1353	132
cds-CAB61773.1	CU329670.1	4167311	4167652	-	342	61
cds-CCD31337.1	CU329670.1;CU329670.1	4166830;4167077	4166968;4167156	+;+	219	14
cds-CAK9838728.1	CU329670.1	4168263	4169984	+	1722	208
cds-CAB61775.1	CU329670.1	4170714	4171469	+	756	276
cds-CAB61776.1	CU329670.1	4172176	4172946	+	771	420
cds-CAB61777.1	CU329670.1;CU329670.1	4174059;4175555	4175508;4176069	+;+	1965	314
cds-CAB61778.1	CU329670.1	4177021	4177932	-	912	1076
cds-CAB61779.1	CU329670.1	4180541	4181734	-	1194	713
cds-CAB61780.1	CU329670.1	4185523	4186434	+	912	99
cds-CAB61781.1	CU329670.1	4186512	4187225	-	714	45
cds-CAB61782.1	CU329670.1	4187547	4189643	+	2097	211
cds-CAB61783.1	CU329670.1	4190353	4191240	+	888	87
cds-CAB61784.1	CU329670.1	4191613	4191978	+	366	41
cds-CAB61785.2	CU329670.1	4192642	4194210	-	1569	118
cds-CAC41386.1	CU329670.1	4195642	4195959	+	318	0
cds-CAC08552.1	CU329670.1	4197659	4198315	-	657	67
cds-CAB71840.1	CU329670.1	4200185	4205338	+	5154	3239
cds-CAB71841.1	CU329670.1;CU329670.1	4205765;4205937	4205870;4206580	+;+	750	67
cds-CAB71842.1	CU329670.1;CU329670.1	4206795;4208058	4207714;4208112	-;-	975	312
cds-CAB71843.1	CU329670.1;CU329670.1;CU329670.1	4208475;4208554;4208845	4208500;4208794;4208847	-;-;-	270	2008
cds-CAB71844.1	CU329670.1	4209284	4212343	-	3060	379
cds-CAB71845.2	CU329670.1	4212706	4216803	-	4098	1068
cds-CAA91949.1	CU329670.1	4217418	4219154	-	1737	238
cds-CAA91950.1	CU329670.1	4220001	4222133	+	2133	1086
cds-CCD31338.1	CU329670.1	4222648	4222893	-	246	15
cds-CAA91951.1	CU329670.1;CU329670.1	4224180;4224582	4224250;4225119	+;+	609	1328
cds-CAA91952.1	CU329670.1;CU329670.1	4226982;4227317	4227000;4229733	+;+	2436	2708
cds-CAA91953.1	CU329670.1	4230850	4231605	+	756	11
cds-CAA91954.1	CU329670.1	4233303	4234496	-	1194	91
cds-CAA91955.1	CU329670.1	4235639	4237507	+	1869	355
cds-CAA91956.1	CU329670.1	4242016	4243044	-	1029	202
cds-CAA91957.1	CU329670.1	4243969	4244685	+	717	86
cds-CAA91958.1	CU329670.1;CU329670.1;CU329670.1	4245302;4247532;4247705	4247474;4247614;4247797	-;-;-	2349	262
cds-CAA91959.1	CU329670.1	4249066	4250088	+	1023	493
cds-CAA91960.2	CU329670.1	4250657	4251418	-	762	3222
cds-CAA91968.1	CU329670.1	4252403	4252918	-	516	70
cds-CAA91963.1	CU329670.1	4254860	4255489	+	630	242
cds-CAA91964.2	CU329670.1;CU329670.1;CU329670.1	4255729;4256218;4257273	4256152;4257132;4257484	-;-;-	1551	198
cds-CAA91965.1	CU329670.1	4257736	4259139	+	1404	508
cds-CAA91966.1	CU329670.1;CU329670.1	4260101;4260351	4260295;4261133	+;+	978	73
cds-CAA91967.3	CU329670.1	4261888	4263699	+	1812	1018
cds-CAB16363.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1	4264024;4264214;4264387;4264545	4264152;4264326;4264487;4264549	-;-;-;-	348	144
cds-CAB16364.1	CU329670.1	4265722	4266099	-	378	125
cds-CAB16365.1	CU329670.1;CU329670.1	4267113;4267321	4267233;4267604	+;+	405	108
cds-CAB16366.3	CU329670.1;CU329670.1;CU329670.1	4269367;4270616;4270736	4270554;4270674;4270871	-;-;-	1383	92
cds-CAB16367.1	CU329670.1	4271297	4274080	-	2784	207
cds-CAB16368.1	CU329670.1	4275171	4275902	+	732	49
cds-CAB16369.1	CU329670.1;CU329670.1;CU329670.1	4276024;4276294;4276744	4276244;4276680;4276786	+;+;+	651	143
cds-CAB16370.1	CU329670.1;CU329670.1;CU329670.1	4277153;4277370;4277652	4277317;4277582;4277774	-;-;-	501	146
cds-CAB16371.2	CU329670.1;CU329670.1	4278729;4279457	4279405;4279505	-;-	726	112
cds-CAB16372.2	CU329670.1	4279873	4280970	-	1098	126
cds-CAB16373.1	CU329670.1	4281493	4282092	+	600	172
cds-CAB16374.1	CU329670.1	4283515	4284453	-	939	327
cds-CAB16375.1	CU329670.1	4284918	4286201	-	1284	305
cds-CAB16376.1	CU329670.1	4286813	4287415	-	603	2817
cds-CAB16377.1	CU329670.1	4288401	4290923	-	2523	663
cds-CAB16378.2	CU329670.1	4295376	4296269	+	894	380
cds-CAA94631.1	CU329670.1	4297129	4297905	-	777	34
cds-CAA94632.1	CU329670.1	4300066	4301058	+	993	590
cds-CAA94633.1	CU329670.1	4301402	4303777	-	2376	159
cds-CAA94634.1	CU329670.1;CU329670.1	4304689;4305729	4305569;4305780	-;-	933	595
cds-CAA94635.1	CU329670.1;CU329670.1	4305971;4306188	4306038;4306326	+;+	207	929
cds-CAA94636.1	CU329670.1	4306719	4309976	-	3258	272
cds-CAA94637.1	CU329670.1	4310579	4312756	+	2178	2918
cds-CAA94638.2	CU329670.1	4313221	4318605	-	5385	944
cds-CAA93291.2	CU329670.1;CU329670.1	4319660;4320187	4320127;4320204	-;-	486	1365
cds-CAA93292.1	CU329670.1	4320807	4321475	-	669	189
cds-CAA93293.1	CU329670.1	4321882	4323207	-	1326	70
cds-CAA93294.1	CU329670.1	4323652	4325106	-	1455	930
cds-CAC34963.1	CU329670.1	4326488	4326793	-	306	2
cds-CAA93295.1	CU329670.1	4327283	4328371	-	1089	201
cds-CAA93296.1	CU329670.1	4329104	4330456	+	1353	838
cds-CAA93297.1	CU329670.1	4331339	4332904	+	1566	112
cds-CAA93298.3	CU329670.1;CU329670.1;CU329670.1	4333170;4336622;4336778	4336555;4336726;4336787	-;-;-	3501	476
cds-CAA91236.1	CU329670.1	4337248	4338471	+	1224	105
cds-CAA91237.1	CU329670.1;CU329670.1	4338742;4338868	4338815;4339816	+;+	1023	141
cds-CAA91238.1	CU329670.1	4340146	4341564	-	1419	369
cds-CAA91239.1	CU329670.1	4342487	4343608	-	1122	731
cds-SPOM_SPAC23D3.05C	CU329670.1	4344752	4345774	-	1023	113
cds-CAA91241.1	CU329670.1;CU329670.1	4346602;4350522	4350480;4350620	-;-	3978	867
